OLD Block Name,Combined Shape Name,Converted On,Status,NOTES
corrugatedMetalBlockTrimQuarterEdgeDouble,corrugatedMetalShapes:cubeTrimQuarterEdgeDouble,Alpha.20.0.122,Replaced,
corrugatedMetalBlockTrimQuarterEdgeRound,corrugatedMetalShapes:cubeTrimQuarterEdgeRound,Alpha.20.0.122,Replaced,
corrugatedMetalCNRFull,corrugatedMetalShapes:rampOutsideCornerFull,Alpha.20.0.122,Replaced,
corrugatedMetalCNRIncline,corrugatedMetalShapes:wedge60InclineCorner,Alpha.20.0.122,Replaced,
corrugatedMetalCNRInside,corrugatedMetalShapes:rampInsideCornerFull,Alpha.20.0.122,Replaced,
corrugatedMetalCNRRamp,corrugatedMetalShapes:rampCorner,Alpha.20.0.122,Replaced,
corrugatedMetalCNRRound,corrugatedMetalShapes:cornerRound,Alpha.20.0.122,Replaced,
corrugatedMetalCNRRoundTop,corrugatedMetalShapes:cubeCornerRoundTop,Alpha.20.0.122,Replaced,
corrugatedMetalCTRPlate,corrugatedMetalShapes:plateCentered,Alpha.20.0.122,Replaced,
corrugatedMetalCTRQuarter,corrugatedMetalShapes:cubeQuarterCenter,Alpha.20.0.122,Replaced,
corrugatedMetalCTRQuarterPlate4Way,corrugatedMetalShapes:poleQuarterCenteredPlate4way,Alpha.20.0.122,Replaced,
corrugatedMetalGable,corrugatedMetalShapes:wedgeTipHalf,Alpha.20.0.122,Replaced,
corrugatedMetalGable1m,corrugatedMetalShapes:wedgeTipFull,Alpha.20.0.122,Replaced,
corrugatedMetalGable1mHalf,corrugatedMetalShapes:gable1mHalf,Alpha.20.0.122,Replaced,
corrugatedMetalGable3Quarter,corrugatedMetalShapes:gable3Quarter,Alpha.20.0.122,Replaced,
corrugatedMetalGable3QuarterHalf,corrugatedMetalShapes:gable3QuarterHalf,Alpha.20.0.122,Replaced,
corrugatedMetalGableHalf,corrugatedMetalShapes:gableHalf,Alpha.20.0.122,Replaced,
corrugatedMetalGableInvertedQuarterHalf,corrugatedMetalShapes:gableInvertedQuarterHalf,Alpha.20.0.122,Replaced,
corrugatedMetalGableInvertedRampHalf,corrugatedMetalShapes:arrowSlitQuarter,Alpha.20.0.122,Replaced,
corrugatedMetalGableInvertedSteepHalf,corrugatedMetalShapes:gableInvertedSteepHalf,Alpha.20.0.122,Replaced,
corrugatedMetalGableQuarterHalf,corrugatedMetalShapes:gableQuarterHalf,Alpha.20.0.122,Replaced,
corrugatedMetalHalfBlock,corrugatedMetalShapes:cubeHalf,Alpha.20.0.122,Replaced,
corrugatedMetalHalfInsideCorner,corrugatedMetalShapes:cubeHalfInsideCorner,Alpha.20.0.122,Replaced,
corrugatedMetalHalfPlate,corrugatedMetalShapes:plateHalf,Alpha.20.0.122,Replaced,
corrugatedMetalHalfRampStairs50Filler,corrugatedMetalShapes:halfRampStairs50Filler,Alpha.20.0.122,Replaced,
corrugatedMetalHalfTrimSplit,corrugatedMetalShapes:halfTrimSplit,Alpha.20.0.122,Replaced,
corrugatedMetalInclineTipHalf1,corrugatedMetalShapes:wedge60InclineHalfRight,Alpha.20.0.122,Replaced,
corrugatedMetalInclineTipHalf2,corrugatedMetalShapes:wedge60InclineHalfLeft,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.025,corrugatedMetalShapes:pillar0.025,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.025CTR,corrugatedMetalShapes:pillar0.025Centered,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.025Double,corrugatedMetalShapes:pillar0.025Double,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.025SCTR,corrugatedMetalShapes:pillar0.025Middle,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.05,corrugatedMetalShapes:pillar0.05,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.05CTR,corrugatedMetalShapes:pillar0.05Centered,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.05Double,corrugatedMetalShapes:pillar0.05Double,Alpha.20.0.122,Replaced,
corrugatedMetalPillar0.05SCTR,corrugatedMetalShapes:pillar0.05Middle,Alpha.20.0.122,Replaced,
corrugatedMetalPillar100,corrugatedMetalShapes:pillar100,Alpha.20.0.122,Replaced,
corrugatedMetalPillar50,corrugatedMetalShapes:pillar50,Alpha.20.0.122,Replaced,
corrugatedMetalPlate,corrugatedMetalShapes:plate,Alpha.20.0.122,Replaced,
corrugatedMetalPlateHalfTriangle,corrugatedMetalShapes:plateHalfTriangle,Alpha.20.0.122,Replaced,
corrugatedMetalPlateOffset,corrugatedMetalShapes:3mTubeCenterStraight,Alpha.20.0.122,Replaced,
corrugatedMetalPlatePole,corrugatedMetalShapes:platePole,Alpha.20.0.122,Replaced,
corrugatedMetalPlateQuarterTriangle,corrugatedMetalShapes:plateQuarterTriangle,Alpha.20.0.122,Replaced,
corrugatedMetalPole,corrugatedMetalShapes:pole,Alpha.20.0.122,Replaced,
corrugatedMetalPoleCornerRound,corrugatedMetalShapes:poleSquareCornerRound,Alpha.20.0.122,Replaced,
corrugatedMetalPoleSCTR,corrugatedMetalShapes:poleSideCentered,Alpha.20.0.122,Replaced,
corrugatedMetalQuarterPlate,corrugatedMetalShapes:plateQuarter,Alpha.20.0.122,Replaced,
corrugatedMetalRamp,corrugatedMetalShapes:ramp,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineFillerHalf1,corrugatedMetalShapes:rampInclineFillerHalfLeft,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineFillerHalf2,corrugatedMetalShapes:rampInclineFillerHalfRight,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineHalf1,corrugatedMetalShapes:rampInclineHalfRight,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineHalf2,corrugatedMetalShapes:rampInclineHalfLeft,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineInsideCNR,corrugatedMetalShapes:rampInclineInsideCnr,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineInsideCNRFiller,corrugatedMetalShapes:rampInclineInsideCnrFiller,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineOutsideCNR,corrugatedMetalShapes:rampInclineOutsideCnr,Alpha.20.0.122,Replaced,
corrugatedMetalRampInclineOutsideCNRFiller,corrugatedMetalShapes:rampInclineOutsideCnrFiller,Alpha.20.0.122,Replaced,
corrugatedMetalRampSheet,corrugatedMetalShapes:rampGlassSheet,Alpha.20.0.122,Replaced,
corrugatedMetalRampTrimQuarter,corrugatedMetalShapes:cubeTrimQuarterRamp,Alpha.20.0.122,Replaced,
corrugatedMetalSheet,corrugatedMetalShapes:billboard,Alpha.20.0.122,Replaced,
corrugatedMetalStairs25,corrugatedMetalShapes:stairsFilledVerticalUV,Alpha.20.0.122,Replaced,
corrugatedMetalThreeQuarterPlate,corrugatedMetalShapes:plateThreeQuarter,Alpha.20.0.122,Replaced,
corrugatedMetalTubeCenter,corrugatedMetalShapes:3mTubeCenter,Alpha.20.0.122,Replaced,
corrugatedMetalTubeCorner,corrugatedMetalShapes:3mTubeCorner,Alpha.20.0.122,Replaced,
corrugatedMetalTunnelCenter,corrugatedMetalShapes:3mTunnelCenter,Alpha.20.0.122,Replaced,
corrugatedMetalTunnelCorner,corrugatedMetalShapes:3mTunnelCorner,Alpha.20.0.122,Replaced,
corrugatedMetalWedge,corrugatedMetalShapes:wedge60,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeIncline,corrugatedMetalShapes:wedge60Incline,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeNarrowHigh,corrugatedMetalShapes:wedgeNarrowHigh,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeNarrowLow,corrugatedMetalShapes:wedgeNarrowLow,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeNarrowMid,corrugatedMetalShapes:wedgeNarrowMid,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeNarrowTip,corrugatedMetalShapes:wedgeNarrowTip,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeTip,corrugatedMetalShapes:wedge60Tip,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeTipHalf1,corrugatedMetalShapes:wedge60TipHalfLeft,Alpha.20.0.122,Replaced,
corrugatedMetalWedgeTipHalf2,corrugatedMetalShapes:wedge60TipHalfRight,Alpha.20.0.122,Replaced,
corrugatedRampIncline,corrugatedMetalShapes:rampIncline,Alpha.20.0.122,Replaced,
corrugatedRampInclineFiller,corrugatedMetalShapes:rampInclineFiller,Alpha.20.0.122,Replaced,
steelArrowSlitHalf,steelShapes:arrowSlitHalf,Alpha.20.0.122,Replaced,
steelBlock,steelShapes:cube,Alpha.20.0.122,Replaced,
steelCNRFull,steelShapes:rampOutsideCornerFull,Alpha.20.0.122,Replaced,
steelCNRRamp,steelShapes:rampCorner,Alpha.20.0.122,Replaced,
steelCNRRampFiller,steelShapes:rampCornerFiller,Alpha.20.0.122,Replaced,
steelCNRRound,steelShapes:cornerRound,Alpha.20.0.122,Replaced,
steelCNRRoundTop,steelShapes:cubeCornerRoundTop,Alpha.20.0.122,Replaced,
steelCTRPlate,steelShapes:plateCentered,Alpha.20.0.122,Replaced,
steelCTRpole,steelShapes:poleCentered,Alpha.20.0.122,Replaced,
steelEighth,steelShapes:cubeEighth,Alpha.20.0.122,Replaced,
steelGableInvertedHalf,steelShapes:gableInvertedHalf,Alpha.20.0.122,Replaced,
steelGableInvertedQuarter,steelShapes:gableInvertedQuarter,Alpha.20.0.122,Replaced,
steelHalf,steelShapes:cubeHalf,Alpha.20.0.122,Replaced,
steelHalfBlockBaseboard1,steelShapes:halfBaseboard,Alpha.20.0.122,Replaced,
steelHalfBlockBaseboard4,steelShapes:halfBaseboard4Sided,Alpha.20.0.122,Replaced,
steelHalfBlockCornerBaseboard1,steelShapes:halfCornerBaseboard,Alpha.20.0.122,Replaced,
steelHalfCentered,steelShapes:cubeHalfCentered,Alpha.20.0.122,Replaced,
steelPillar100,steelShapes:pillar100,Alpha.20.0.122,Replaced,
steelPillar1006Way,steelShapes:pillar1006Way,Alpha.20.0.122,Replaced,
steelPillar100Cap,steelShapes:pillar100Cap,Alpha.20.0.122,Replaced,
steelPillar50,steelShapes:pillar50,Alpha.20.0.122,Replaced,
steelPlate,steelShapes:plate,Alpha.20.0.122,Replaced,
steelPlateDiagonalFiller,steelShapes:plateDiagonalFiller,Alpha.20.0.122,Replaced,
steelPlateOffset,steelShapes:3mTubeCenterStraight,Alpha.20.0.122,Replaced,
steelPole,steelShapes:pole,Alpha.20.0.122,Replaced,
steelPyramid,steelShapes:pyramid,Alpha.20.0.122,Replaced,
steelQuarter,steelShapes:cubeQuarter,Alpha.20.0.122,Replaced,
steelQuarterCNR,steelShapes:quarterInsideCorner,Alpha.20.0.122,Replaced,
steelQuarterCNR3Way,steelShapes:quarterInsideCorner3way,Alpha.20.0.122,Replaced,
steelQuarterSCtr,steelShapes:quarterCenteredWall,Alpha.20.0.122,Replaced,
steelRamp,steelShapes:ramp,Alpha.20.0.122,Replaced,
steelStairs25,steelShapes:stairsFilledVerticalUV,Alpha.20.0.122,Replaced,
steelWedge,steelShapes:wedge60,Alpha.20.0.122,Replaced,
steelWedgeCNRInsideTop,steelShapes:wedge60InsideCorner2,Alpha.20.0.122,Replaced,
steelWedgeCNRSteepBase,steelShapes:wedge60TipCornerBase,Alpha.20.0.122,Replaced,
steelWedgeCNRSteepTop,steelShapes:wedge60TipCornerTop,Alpha.20.0.122,Replaced,
steelWedgeTip,steelShapes:wedge60Tip,Alpha.20.0.122,Replaced,
steelWedgeTipCNRFullBottom,steelShapes:wedge60TipCorner,Alpha.20.0.122,Replaced,
steelWedgeTipCNRFullTop,steelShapes:wedge60Corner,Alpha.20.0.122,Replaced,
steelWedgeTipStairs,steelShapes:wedgeTipStairs,Alpha.20.0.122,Replaced,
wood2PlateCorner,woodShapes:plateCorner,Alpha.20.0.122,Replaced,
wood2PlateCornerHalf,woodShapes:plateCornerHalf,Alpha.20.0.122,Replaced,
woodArch,woodShapes:arch,Alpha.20.0.122,Replaced,
woodArrowSlitHalf,woodShapes:arrowSlitHalf,Alpha.20.0.122,Replaced,
woodBarricade2CTRPlate,woodShapes:windowCentered,Alpha.20.0.122,Replaced,
woodBars,woodShapes:bars,Alpha.20.0.122,Replaced,
woodBarsCentered,woodShapes:barsCentered,Alpha.20.0.122,Replaced,
woodBlock,woodShapes:cube,Alpha.20.0.122,Replaced,
woodBlockBaseboard1,woodShapes:cubeBaseboard,Alpha.20.0.122,Replaced,
woodBlockBaseboard4,woodShapes:cubeBaseboard4Sided,Alpha.20.0.122,Replaced,
woodBlockBaseboardChairRail1,woodShapes:cubeBaseboardChairRail,Alpha.20.0.122,Replaced,
woodBlockBaseboardChairRail4,woodShapes:cubeBaseboardChairRail4Sided,Alpha.20.0.122,Replaced,
woodBlockTileBroken01,woodShapes:cubeTileBroken,Alpha.20.0.122,Replaced,
woodBlockTrimCNRRound,woodShapes:cubeTrimCornerRound,Alpha.20.0.122,Replaced,
woodBlockTrimHalfSplit,woodShapes:cubeTrimHalfSplit,Alpha.20.0.122,Replaced,
woodBlockTrimHalfSplit4Sided,woodShapes:cubeTrimHalfSplit4Sided,Alpha.20.0.122,Replaced,
woodBlockTrimHalfSplitDiagonal,woodShapes:cubeTrimHalfSplitDiagonal,Alpha.20.0.122,Replaced,
woodBlockTrimQuarterCornerInside,woodShapes:cubeTrimQuarterCornerInside,Alpha.20.0.122,Replaced,
woodBlockTrimQuarterCornerInsideTriangle,woodShapes:cubeTrimQuarterCornerInsideTriangle,Alpha.20.0.122,Replaced,
woodBlockTrimQuarterCornerOutside,woodShapes:cubeTrimQuarterCornerOutside,Alpha.20.0.122,Replaced,
woodBlockTrimQuarterCornerOutside2Sided,woodShapes:cubeTrimQuarterCornerOutsideTwoSided,Alpha.20.0.122,Replaced,
woodBlockTrimQuarterEdge,woodShapes:cubeTrimQuarterEdge,Alpha.20.0.122,Replaced,
woodBlockTrimQuarterEdge2Sided,woodShapes:cubeTrimQuarterEdgeTwoSided,Alpha.20.0.122,Replaced,
woodBlockTrimQuaterEdgeDouble,woodShapes:cubeTrimQuarterEdgeDouble,Alpha.20.0.122,Replaced,
woodCatwalk,woodShapes:catwalkV1,Alpha.20.0.122,Replaced,
woodCatwalkRailing1,woodShapes:catwalkV1RailSingle,Alpha.20.0.122,Replaced,
woodCatwalkRailing2,woodShapes:catwalkV1Railing,Alpha.20.0.122,Replaced,
woodCatwalkRailingCNR,woodShapes:catwalkV1Corner,Alpha.20.0.122,Replaced,
woodCatwalkWedge,woodShapes:catwalkV1Wedge,Alpha.20.0.122,Replaced,
woodCatwalkWedgeRailing,woodShapes:catwalkV1WedgeRailing,Alpha.20.0.122,Replaced,
woodCNRFull,woodShapes:rampOutsideCornerFull,Alpha.20.0.122,Replaced,
woodCNRIncline,woodShapes:wedge60InclineCorner,Alpha.20.0.122,Replaced,
woodCNRInside,woodShapes:rampInsideCornerFull,Alpha.20.0.122,Replaced,
woodCNRRamp,woodShapes:rampCorner,Alpha.20.0.122,Replaced,
woodCNRRampFiller,woodShapes:rampCornerFiller,Alpha.20.0.122,Replaced,
woodCNRRound,woodShapes:cornerRound,Alpha.20.0.122,Replaced,
woodCNRRoundTop,woodShapes:cubeCornerRoundTop,Alpha.20.0.122,Replaced,
woodCross,woodShapes:poleCross,Alpha.20.0.122,Replaced,
woodCrossCtr,woodShapes:poleCrossCenter,Alpha.20.0.122,Replaced,
woodCrossHalf,woodShapes:poleCrossHalf,Alpha.20.0.122,Replaced,
woodCrown,woodShapes:crown,Alpha.20.0.122,Replaced,
woodCrownHalfLeft,woodShapes:crownHalfLeft,Alpha.20.0.122,Replaced,
woodCrownHalfRight,woodShapes:crownHalfRight,Alpha.20.0.122,Replaced,
woodCrownInsideCorner,woodShapes:crownInsideCorner,Alpha.20.0.122,Replaced,
woodCTRPlate,woodShapes:plateCentered,Alpha.20.0.122,Replaced,
woodCTRpole,woodShapes:poleCentered,Alpha.20.0.122,Replaced,
woodCTRQuarter,woodShapes:cubeQuarterCenter,Alpha.20.0.122,Replaced,
woodDebris01,woodShapes:woodDebris01,Alpha.20.0.122,Replaced,
woodDebris02,woodShapes:woodDebris02,Alpha.20.0.122,Replaced,
woodDebris03,woodShapes:woodDebris03,Alpha.20.0.122,Replaced,
woodEighth,woodShapes:cubeEighth,Alpha.20.0.122,Replaced,
woodFenceFarmSheet,woodShapes:fence,Alpha.20.0.122,Replaced,
woodFenceFarmSheetBroken1,woodShapes:fenceBroken1,Alpha.20.0.122,Replaced,
woodFenceFarmSheetBroken2,woodShapes:fenceBroken2,Alpha.20.0.122,Replaced,
woodFloorJoist,woodShapes:floorJoist,Alpha.20.0.122,Replaced,
woodGable,woodShapes:wedgeTipHalf,Alpha.20.0.122,Replaced,
woodGable1m,woodShapes:wedgeTipFull,Alpha.20.0.122,Replaced,
woodGable1mhalf,woodShapes:gable1mHalf,Alpha.20.0.122,Replaced,
woodGable3Quarter,woodShapes:gable3Quarter,Alpha.20.0.122,Replaced,
woodGable3quarterhalf,woodShapes:gable3QuarterHalf,Alpha.20.0.122,Replaced,
woodGablehalf,woodShapes:gableHalf,Alpha.20.0.122,Replaced,
woodGableInvertedHalf,woodShapes:gableInvertedHalf,Alpha.20.0.122,Replaced,
woodGableInvertedQuarter,woodShapes:gableInvertedQuarter,Alpha.20.0.122,Replaced,
woodGableInvertedQuarterHalf,woodShapes:gableInvertedQuarterHalf,Alpha.20.0.122,Replaced,
woodGableInvertedRampHalf,woodShapes:arrowSlitQuarter,Alpha.20.0.122,Replaced,
woodGableInvertedSteep,woodShapes:gableInvertedSteep,Alpha.20.0.122,Replaced,
woodGableInvertedSteepHalf,woodShapes:gableInvertedSteepHalf,Alpha.20.0.122,Replaced,
woodGablePyramid,woodShapes:gablePyramid,Alpha.20.0.122,Replaced,
woodGableQuarter,woodShapes:wedgeTipQuarter,Alpha.20.0.122,Replaced,
woodGablequarterhalf,woodShapes:gableQuarterHalf,Alpha.20.0.122,Replaced,
woodHalf,woodShapes:cubeHalf,Alpha.20.0.122,Replaced,
woodHalf3Quarter,woodShapes:cubeHalfInsideCorner,Alpha.20.0.122,Replaced,Deprecated block that will be replaced during conversion
woodHalfBlockBaseboard1,woodShapes:halfBaseboard,Alpha.20.0.122,Replaced,
woodHalfBlockBaseboard4,woodShapes:halfBaseboard4Sided,Alpha.20.0.122,Replaced,
woodHalfBlockChairRail1,woodShapes:halfChairRail,Alpha.20.0.122,Replaced,
woodHalfBlockCornerBaseboard4,woodShapes:halfCornerBaseboard4Sided,Alpha.20.0.122,Replaced,
woodHalfCentered,woodShapes:cubeHalfCentered,Alpha.20.0.122,Replaced,
woodHalfCNRInside2,woodShapes:cupboardCorner,Alpha.20.0.122,Replaced,
woodHalfCornerCrownCorner,woodShapes:stairsFilledQuarterCrown,Alpha.20.0.122,Replaced,
woodHalfCornerCrownCorner2,woodShapes:stairsFilledQuarterCrown2,Alpha.20.0.122,Replaced,
woodHalfCrown,woodShapes:halfCrown,Alpha.20.0.122,Replaced,
woodHalfCrown2,woodShapes:halfCrown2,Alpha.20.0.122,Replaced,
woodHalfCrownCorner1,woodShapes:halfCrownCorner1,Alpha.20.0.122,Replaced,
woodHalfCrownCorner2,woodShapes:halfCrownCorner2,Alpha.20.0.122,Replaced,
woodHalfCrownCorner3,woodShapes:halfCrownCorner3,Alpha.20.0.122,Replaced,
woodHalfCrownCorner4,woodShapes:halfCrownCorner4,Alpha.20.0.122,Replaced,
woodHalfCrownCorner5,woodShapes:halfCrownCorner5,Alpha.20.0.122,Replaced,
woodHalfCrownCorner6,woodShapes:halfCrownCorner6,Alpha.20.0.122,Replaced,
woodHalfCrownLeft,woodShapes:halfCrown1Left,Alpha.20.0.122,Replaced,
woodHalfCrownRight,woodShapes:halfCrown1Right,Alpha.20.0.122,Replaced,
woodHalfInsideCorner,woodShapes:cubeHalfInsideCorner,Alpha.20.0.122,Replaced,
woodHalfPlate,woodShapes:plateHalf,Alpha.20.0.122,Replaced,
woodHalfRampStairs50,woodShapes:halfRampStairs50,Alpha.20.0.122,Replaced,
woodHalfRampStairs50Filler,woodShapes:halfRampStairs50Filler,Alpha.20.0.122,Replaced,
woodHalfTrimSplit,woodShapes:halfTrimSplit,Alpha.20.0.122,Replaced,
woodInclineTipHalf1,woodShapes:wedge60InclineHalfRight,Alpha.20.0.122,Replaced,
woodInclineTipHalf2,woodShapes:wedge60InclineHalfLeft,Alpha.20.0.122,Replaced,
woodPillar100,woodShapes:pillar100,Alpha.20.0.122,Replaced,
woodPillar50,woodShapes:pillar50,Alpha.20.0.122,Replaced,
woodPillar50CNR,woodShapes:pillar50Corner,Alpha.20.0.122,Replaced,
woodPillar50CNRPlate,woodShapes:pillar50CornerPlate,Alpha.20.0.122,Replaced,
woodPlate,woodShapes:plate,Alpha.20.0.122,Replaced,
woodPlateCounterSink,woodShapes:plateCounter,Alpha.20.0.122,Replaced,
woodPlateCounterSinkHole,woodShapes:plateCounterHole,Alpha.20.0.122,Replaced,
woodPlateDiagonal,woodShapes:plateDiagonal,Alpha.20.0.122,Replaced,
woodPlateDiagonalFiller,woodShapes:plateDiagonalFiller,Alpha.20.0.122,Replaced,
woodPlateDiagonalWallLeft,woodShapes:plateDiagonalWallLeft,Alpha.20.0.122,Replaced,
woodPlateDiagonalWallRight,woodShapes:plateDiagonalWallRight,Alpha.20.0.122,Replaced,
woodPlateHalfTriangle,woodShapes:plateHalfTriangle,Alpha.20.0.122,Replaced,
woodPlateOffset,woodShapes:3mTubeCenterStraight,Alpha.20.0.122,Replaced,
woodPlatePole,woodShapes:platePole,Alpha.20.0.122,Replaced,
woodPlateQuarterTriangle,woodShapes:plateQuarterTriangle,Alpha.20.0.122,Replaced,
woodPlateWedgeFiller,woodShapes:plateWedge60Filler,Alpha.20.0.122,Replaced,
woodPlateWedgeIncline,woodShapes:plateWedge60Incline,Alpha.20.0.122,Replaced,
woodPlateWedgeInclineWallLeft,woodShapes:plateWedge60InclineWallLeft,Alpha.20.0.122,Replaced,
woodPlateWedgeInclineWallRight,woodShapes:plateWedge60InclineWallRight,Alpha.20.0.122,Replaced,
woodPlateWedgeTip,woodShapes:plateWedge60Tip,Alpha.20.0.122,Replaced,
woodPole,woodShapes:pole,Alpha.20.0.122,Replaced,
woodPoleCornerRound,woodShapes:poleSquareCornerRound,Alpha.20.0.122,Replaced,
woodPoleSCTR,woodShapes:poleSideCentered,Alpha.20.0.122,Replaced,
woodPoleSupport,woodShapes:poleSupport,Alpha.20.0.122,Replaced,
woodPoleSupport2,woodShapes:poleSupport2,Alpha.20.0.122,Replaced,
woodPoleSupportCtr,woodShapes:poleSupportCenter,Alpha.20.0.122,Replaced,
woodPyramid,woodShapes:pyramid,Alpha.20.0.122,Replaced,
woodPyramid1m,woodShapes:pyramid1m,Alpha.20.0.122,Replaced,
woodQuarter,woodShapes:cubeQuarter,Alpha.20.0.122,Replaced,
woodQuarterCNR,woodShapes:quarterInsideCorner,Alpha.20.0.122,Replaced,
woodQuarterCNR3Way,woodShapes:quarterInsideCorner3way,Alpha.20.0.122,Replaced,
woodQuarterCNRQuarterPlate,woodShapes:wedgeTipStairsQuarterPole,Alpha.20.0.122,Replaced,
woodQuarterPlate,woodShapes:plateQuarter,Alpha.20.0.122,Replaced,
woodQuarterSCtr,woodShapes:quarterCenteredWall,Alpha.20.0.122,Replaced,
woodQuarterTeeSCtr,woodShapes:quarterTeeCentered,Alpha.20.0.122,Replaced,
woodRailing,woodShapes:catwalkV1RailOnly,Alpha.20.0.122,Replaced,
woodRailing3d,woodShapes:railing,Alpha.20.0.122,Replaced,
woodRailing3dBroke,woodShapes:railingBroke01,Alpha.20.0.122,Replaced,
woodRailingCNR,woodShapes:railingCorner,Alpha.20.0.122,Replaced,
woodRamp,woodShapes:ramp,Alpha.20.0.122,Replaced,
woodRampIncline,woodShapes:rampIncline,Alpha.20.0.122,Replaced,
woodRampInclineFiller,woodShapes:rampInclineFiller,Alpha.20.0.122,Replaced,
woodRampInclineFillerHalf1,woodShapes:rampInclineFillerHalfLeft,Alpha.20.0.122,Replaced,
woodRampInclineFillerHalf2,woodShapes:rampInclineFillerHalfRight,Alpha.20.0.122,Replaced,
woodRampInclineHalf1,woodShapes:rampInclineHalfRight,Alpha.20.0.122,Replaced,
woodRampInclineHalf2,woodShapes:rampInclineHalfLeft,Alpha.20.0.122,Replaced,
woodRampInclineInsideCNR,woodShapes:rampInclineInsideCnr,Alpha.20.0.122,Replaced,
woodRampInclineInsideCNRFiller,woodShapes:rampInclineInsideCnrFiller,Alpha.20.0.122,Replaced,
woodRampInclineOutsideCNR,woodShapes:rampInclineOutsideCnr,Alpha.20.0.122,Replaced,
woodRampInclineOutsideCNRFiller,woodShapes:rampInclineOutsideCnrFiller,Alpha.20.0.122,Replaced,
woodRampTrimQuarter,woodShapes:cubeTrimQuarterRamp,Alpha.20.0.122,Replaced,
woodSawhorse,woodShapes:sawhorse,Alpha.20.0.122,Replaced,
woodStairs25,woodShapes:stairsFilledVerticalUV,Alpha.20.0.122,Replaced,
woodStairs25CornerCNR,woodShapes:stairsFilledCorner,Alpha.20.0.122,Replaced,
woodStairs50,woodShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.122,Replaced,
woodStairsBoard,woodShapes:stairs,Alpha.20.0.122,Replaced,
woodStairsBoardRailing,woodShapes:stairsRailing,Alpha.20.0.122,Replaced,
woodStairsFilledRailingLeft,woodShapes:stairsFilledRailingLeft,Alpha.20.0.122,Replaced,
woodStairsFilledRailingRight,woodShapes:stairsFilledRailingRight,Alpha.20.0.122,Replaced,
woodStairsHollow,woodShapes:stairsHollow,Alpha.20.0.122,Replaced,
woodStairsHollowRailingLeft,woodShapes:stairsHollowRailingLeft,Alpha.20.0.122,Replaced,
