Key,Source,Context,Max Line Width,English,Francais,German
btnBack,UI,Menu,,Back,,
btnCancel,UI,Menu,,Cancel,,
btnConfigControls,UI,Menu,,Config Controls,,
btnConfirm,UI,Menu,,Delete,,
btnConnectToServer,UI,Menu,,Connect To Server,,
btnContinue,UI,Menu,,Continue,,
btnContinueGame,UI,Menu,,Continue Game,,
btnCreateWorld,UI,Menu,,Create World,,
btnCredits,UI,Menu,,Credits,,
btnDefaults,UI,Menu,,Defaults,,
btnDelete,UI,Menu,,Delete Save,,
btnExit,UI,Menu,,Quit,,
btnMoreInfo,UI,Menu,,More Info,,
btnMyAccount,UI,Menu,,My Account,,
btnNewGame,UI,Menu,,New Game,,
btnOffline,UI,Menu,,Offline,,
btnOk,UI,Menu,,Ok,,
btnOptions,UI,Menu,,Options,,
btnOptionsAudio,UI,Menu,,Audio,,
btnOptionsControls,UI,Menu,,Controls,,
btnOptionsNetwork,UI,Menu,,Network,,
btnOptionsPlayer,UI,Menu,,Player,,
btnOptionsVideo,UI,Menu,,Video,,
btnRentServer,UI,Menu,,Rent a Server,,
btnReset,UI,Menu,,Reset Defaults,,
btnResetGameOptions,UI,Menu,,Restore Mode Defaults,,
btnRetry,UI,Menu,,Retry,,
btnStart,UI,Menu,,Start,,
btnTakeAll,UI,Menu,,Take All,,
cbBloom,UI,Menu,,Bloom,,
cbDOF,UI,Menu,,DOF,,
cbDynamicContrast,UI,Menu,,Dynamic Contrast,,
cbEnableDeferredLighting,UI,Menu,,High quality light,,
cbEnableImageEffects,UI,Menu,,Enable Image Effects,,
cbEnableVoiceChat,UI,Menu,,Enable voice chat,,
cbReflectedShadows,UI,Menu,,Reflected Shadows,,
cbShowCompass,UI,Menu,,Show Compass,,
cbShowCrosshair,UI,Menu,,Show Crosshair,,
cbSSAO,UI,Menu,,SSAO,,
cbSunShafts,UI,Menu,,Sun Shafts,,
cbTonemapping,UI,Menu,,Tonemapping,,
cbxAnimals,UI,Menu,,Animals,,
cbxAutologin,UI,Menu,,Autologin,,
cbxBiomes,UI,Menu,,Biomes,,
cbxCreateEmptyWorld,UI,Menu,,Create Empty,,
cbxDedicatedServer,UI,Menu,,Dedicated Server,,
cbxDynamic,UI,Menu,,Dynamic,,
cbxInvertMouse,UI,Menu,,Invert Mouse,,
cbxPOIs,UI,Menu,,POIs,,
cbxSelectWorld,UI,Menu,,Select World:,,
cbxWaterQuality,UI,Menu,,Water Quality:,,
containerLocked,UI,Menu,,Container Locked,,
containerUnlocked,UI,Menu,,Container Unlocked,,
doorLocked,UI,Menu,,Door Locked,,
doorUnlocked,UI,Menu,,Door Unlocked,,
eacDisconnected,UI,Menu,,Connection lost,,
eacIntegrityViolation,UI,Menu,,Integrity violation,,
eacNetError,UI,Menu,,Network error,,
eacUnableToPlayOnProtected,UI,Menu,,You will not be able to play on EAC protected servers during this game session.,,
eacUnknown,UI,Menu,,Unknown state,,
forgeFuel,UI,Menu,,Fire burn time:,,
forgeFuelBurnTime,UI,Menu,,{0}:{1},,
forgeInputBrass,UI,Menu,,Brass,,
forgeInputGlass,UI,Menu,,Glass,,
forgeInputIron,UI,Menu,,Iron,,
forgeInputLead,UI,Menu,,Lead,,
forgeInputStone,UI,Menu,,Stone,,
forgeInputTungsten,UI,Menu,,Tungsten,,
forgeInputType,UI,Menu,,{0},,
forgeInputTypePrefix,UI,Menu,,Material needed:,,
forgeInputWeight,UI,Menu,,Amount: {0},,
forgeMetalNeeded,UI,Menu,,Mold Capacity:,,
forgeMoldCapacity,UI,Menu,,Capacity: {0},,
forgeMoldTime,UI,Menu,,Time: {0}:{1},,
forgeOutputWeight,UI,Menu,,{0},,
friendInviteAccepted,UI,Menu,,Accepted friend request from {0}.,,
friendInviteAccepted2,UI,Menu,,{0} accepted your friend request.,,
friendInviteDeclined,UI,Menu,,Declined friend invite from {0}.,,
friendInviteDeclined2,UI,Menu,,{0} declined your friend request.,,
friendInviteReceived,UI,Menu,,Friend invite received from {0}.,,
friendRemoved,UI,Menu,,{0} was removed from your friends list.,,
friendRemoved2,UI,Menu,,{0} removed you from their friends list.,,
friendSentInvite,UI,Menu,,Friend invite sent to {0}.,,
friendTracked,UI,Menu,,Tracking {0},,
friendUntracked,UI,Menu,,Not tracking {0} any more,,
gmCreative,UI,Menu,,Creative,,
gmCreativeDesc,UI,Menu,,Creative mode,,
gmDeathmatch,UI,Menu,,Deathmatch,,
gmDeathmatchDesc,UI,Menu,,bla bla bla,,
gmEditWorld,UI,Menu,,Edit,,
gmEditWorldDesc,UI,Menu,,Edit world mode,,
gmSurvival,UI,Menu,,Survival,,
gmSurvivalDesc,UI,Menu,,The stock single player story driven campaign mode played in Navezgane.,,
gmSurvivalMP,UI,Menu,,Survival MP,,
gmSurvivalPvP,UI,Menu,,Survival PvP,,
gmSurvivalSP,UI,Menu,,Survival SP,,
gmZombieDesc,UI,Menu,,blub blub blub,,
gmZombieHorde,UI,Menu,,Zombie Horde,,
goAirDropFrequency,UI,Menu,,Air Drops,,
goAirDropFrequencyDesc,UI,Menu,,How often supplies are air-dropped in game hours.,,
goAirDropValue,UI,Menu,,Every {0} day(s),,
goAirDropValues,UI,Menu,,Every {0} day(s),,
goAll,UI,Menu,,Everything,,
goBackpack,UI,Menu,,Backpack Only,,
goBlockDurability,UI,Menu,,Block Durability,,
goBlockDurabilityDesc,UI,Menu,,Modifies the hardness of every block in the world. If you increase hardness then you and zombies will do less damage to blocks and mining is slower.,,
goBlockDurabilityValue,UI,Menu,,{0}%,,
goBlockDurabilityValues,UI,Menu,,{0}%,,
goBuildCreate,UI,Menu,,Cheat Mode:,,
goBuildCreateDesc,UI,Menu,,Sets if creative mode and tools are allowed.,,
goCategoryAdvancedOptions,UI,Menu,,Modded Options,,
goCategoryGameOptions,UI,Menu,,Standard Options,,
goCategoryMultiplayer,UI,Menu,,Multiplayer,,
goCraftTimer,UI,Menu,,Craft Timer,,
goCraftTimerDesc,UI,Menu,,This is the amount of time that crafting items will take to craft items. Fast is double speed.,,
goDay,UI,Menu,,{0} Day,,
goDayCount,UI,Menu,,Match Length:,,
goDayCountDesc,UI,Menu,,Number of days per match.,,
goDayLength,UI,Menu,,24 Hour Cycle:,,
goDayLengthDesc,UI,Menu,,How long it takes for 24 hours to pass in the game.,,
goDayLightLength,UI,Menu,,Daylight Length,,
goDayLightLengthDesc,UI,Menu,,How many hours the sun shines per day.,,
goDayLightLengthValue,UI,Menu,,{0},,
goDayLightLengthValues,UI,Menu,,{0},,
goDays,UI,Menu,,{0} Days,,
goDeleteAll,UI,Menu,,Delete All,,
goDifficulty,UI,Menu,,Difficulty Settings,,
goDifficulty1,UI,Menu,,Scavenger,,
goDifficulty2,UI,Menu,,Adventurer,,
goDifficulty3,UI,Menu,,Nomad (default),,
goDifficulty4,UI,Menu,,Warrior,,
goDifficulty5,UI,Menu,,Survivalist,,
goDifficulty6,UI,Menu,,Insane,,
goDifficultyDesc,UI,Menu,,"\nChoose from 6 Difficulty settings.\n\n1. Scavenger: Easiest setting designed for noobs.\n\n2. Adventurer: Not just a new recruit any more.\n\n3. Nomad: Designed for Experienced FPS players.\n\n4. Warrior: Now you're starting to impress!\n\n5. Survivalist: Kids, don't try this at home!\n\n6. Insane: You're one brave Mother!",,
goDisabled,UI,Menu,,Disabled,,
goDropOnDeath,UI,Menu,,Drop On Death,,
goDropOnDeathDesc,UI,Menu,,"Drop everything, just the toolbelt, backpack only or delete all inventory on death.",,
goDropOnQuit,UI,Menu,,Drop On Quit,,
goDropOnQuitDesc,UI,Menu,,"Drop nothing, everything, just the toolbelt, or just the backpack when leaving the game world.",,
goEnemyDifficulty,UI,Menu,,Enemy Aggression,,
goEnemyDifficultyDesc,UI,Menu,,Controls how aggressive zombies are. Feral means zombies are very aggressive and can sense you even through walls at night.,,
goEnemyDifficultyFeral,UI,Menu,,Feral,,
goEnemyDifficultyNormal,UI,Menu,,Normal,,
goEnemySenseMemory,UI,Menu,,Enemy Memory,,
goEnemySenseMemoryDesc,UI,Menu,,This is the time in real seconds that a zombie will pursue something it has sensed in the world.,,
goEnemySpawn,UI,Menu,,Enemy Spawning:,,
goEnemySpawnDesc,UI,Menu,,Enemy Spawning On:\nAdds zombies to the world.\n\nEnemy Spawning off:\nTurns off all zombie spawning in the world.,,
goEnemySpawnMode,UI,Menu,,Enemy Spawning,,
goEnemySpawnModeDesc,UI,Menu,,"This is the amount of enemies that will spawn in the world.\nDisabled 0%, Very Low 50%, Low 75%, Medium 100%, High 125%, Very High 150%",,
goFast,UI,Menu,,Fast,,
goFrag,UI,Menu,,{0} Frag,,
goFragLimit,UI,Menu,,Frag Limit:,,
goFragLimitDesc,UI,Menu,,Frag Limit is the number of kills a player needs to win or end the match.,,
goFrags,UI,Menu,,{0} Frags,,
goFriendlyFire,UI,Menu,,Friendly Fire,,
goFriendlyFireDesc,UI,Menu,,Friendly Fire On:\nPlayers can damage the friends in their group.\n\nFriendly Fire Off:\nPlayers cannot damage the friends in their group.,,
goGameMode,UI,Menu,,Game Mode:,,
goGameModeDesc,UI,Menu,,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.\n\n::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened.,,
goGameName,UI,Menu,,Game Name:,,
goGameNameDesc,UI,Menu,,"Name of the game, used for saving and displaying on the Game Browser (if hosting a public game). \n\nThe Game Name you give the world is used to set the random world seed.",,
goGameWorld,UI,Menu,,Game World:,,
goGameWorldDesc,UI,Menu,,Choose the world you want to play Navezgane or a Randomly Generated World. \n\nThe Game Name you give the world is used to set the random world seed.,,
goHigh,UI,Menu,,High,,
goInfinite,UI,Menu,,Infinite,,
goLandClaimDeadZone,UI,Menu,,Claim Deadzone,,
goLandClaimDeadZoneDesc,UI,Menu,,The edge of new land claims cannot be placed closer than this number of blocks from the edge of an enemy player's land claim.,,
goLandClaimDeadZoneValue,UI,Menu,,{0} blocks.,,
goLandClaimDeadZoneValues,UI,Menu,,{0} blocks.,,
goLandClaimDecayMode,UI,Menu,,Claim Decay Mode,,
goLandClaimDecayModeDesc,UI,Menu,,How a land claim's hardness modifier decays over time.,,
goLandClaimDecayModeFast,UI,Menu,,Fast,,
goLandClaimDecayModeNone,UI,Menu,,None,,
goLandClaimDecayModeSlow,UI,Menu,,Slow,,
goLandClaimDecayModeValue,UI,Menu,,{0},,
goLandClaimDecayModeValues,UI,Menu,,{0},,
goLandClaimExpiryTime,UI,Menu,,Claim Duration,,
goLandClaimExpiryTimeDesc,UI,Menu,,The number of days a player can be offline before their land claims expire.,,
goLandClaimExpiryTimeValue,UI,Menu,,{0} days.,,
goLandClaimExpiryTimeValues,UI,Menu,,{0} days.,,
goLandClaimNoDeadzone,UI,Menu,,No deadzone.,,
goLandClaimOfflineDurabilityModifier,UI,Menu,,Claim Health Offline,,
goLandClaimOfflineDurabilityModifierDesc,UI,Menu,,The hardness modifier applied to land claims for players who are currently offline.,,
goLandClaimOfflineDurabilityModifierValue,UI,Menu,,{0}x,,
goLandClaimOfflineDurabilityModifierValues,UI,Menu,,{0}x,,
goLandClaimOnlineDurabilityModifier,UI,Menu,,Claim Health Online,,
goLandClaimOnlineDurabilityModifierDesc,UI,Menu,,The hardness modifier applied to land claims for players who are currently online.,,
goLandClaimOnlineDurabilityModifierValue,UI,Menu,,{0}x,,
goLandClaimOnlineDurabilityModifierValues,UI,Menu,,{0}x,,
goLandClaimSize,UI,Menu,,Claim Size,,
goLandClaimSizeDesc,UI,Menu,,A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. You can control the size of the horizontal area that is protected by a land claim flagstone and all land claims protect their area vertically from sky to bedrock. For example a land claim size of 7 would protect a 7x7 square area from sky to bedrock.,,
goLandClaimSizeValue,UI,Menu,,{0} blocks.,,
goLandClaimSizeValues,UI,Menu,,{0} blocks.,,
goLootAbundance,UI,Menu,,Loot Abundance,,
goLootAbundanceDesc,UI,Menu,,The percentage of loot to spawn in containers and on zombies.,,
goLootAbundanceValue,UI,Menu,,{0}%,,
goLootAbundanceValues,UI,Menu,,{0}%,,
goLootRespawnDays,UI,Menu,,Loot Respawn Time,,
goLootRespawnDaysDesc,UI,Menu,,The number of days for loot to respawn if there are no players around.,,
goLootRespawnDaysValue,UI,Menu,,{0} Day,,
goLootRespawnDaysValues,UI,Menu,,{0} Days,,
goLootTimer,UI,Menu,,Loot Timer,,
goLootTimerDesc,UI,Menu,,This is the amount of time that it will take to open loot containers. Fast is double speed.,,
goLow,UI,Menu,,Low,,
goMatchLength,UI,Menu,,Match Length:,,
goMatchLengthDesc,UI,Menu,,Match Length is the time length in minutes a match will last.,,
goMaxPlayers,UI,Menu,,Max Players:,,
goMaxPlayersDesc,UI,Menu,,Maximum amount of simultaneous players that can join your game.,,
goMedium,UI,Menu,,Medium,,
goMinute,UI,Menu,,{0} Minute,,
goMinutes,UI,Menu,,{0} Minutes,,
goNightPercentage,UI,Menu,,Perc. of Night,,
goNightPercentageDesc,UI,Menu,,The percentage of night. A percentage of 50% means equal day and night lengths.,,
goNightPercentageValue,UI,Menu,,{0}%,,
goNightPercentageValues,UI,Menu,,{0}%,,
goNone,UI,Menu,,Nothing,,
goNormal,UI,Menu,,Normal,,
goNoTimer,UI,Menu,,None,,
goOff,UI,Menu,,Off,,
goOn,UI,Menu,,On,,
goPassword,UI,Menu,,Game Password,,
goPasswordDesc,UI,Menu,,"If set, players will have to enter this password to enter the game.",,
goPersistentCharacters,UI,Menu,,Persistent Profiles,,
goPersistentCharactersDesc,UI,Menu,,Players must keep their profile they first connected with when set to on. Off allows changing your player profile.,,
goPlayer,UI,Menu,,{0} Player,,
goPlayerDamageGiven,UI,Menu,,Damage Given,,
goPlayerDamageGivenDesc,UI,Menu,,"This is the amount of damage the player deals to non-player enemies.\nVery Low 50%, Low 75%, Medium 100%, High 150%, Very High 200%",,
goPlayerDamageRecieved,UI,Menu,,Damage Received,,
goPlayerDamageRecievedDesc,UI,Menu,,"This is the amount of damage the player receives from non-player enemies.\nVery Low 50%, Low 75%, Medium 100%, High 150%, Very High 200%",,
goPlayers,UI,Menu,,{0} Players,,
goPort,UI,Menu,,Game Port:,,
goPortDesc,UI,Menu,,The port number others use to connect to your server.,,
goPublic,UI,Menu,,Public/Private,,
goPublicDesc,UI,Menu,,Sets if game is registered to the Master Game Server so others can find your game.,,
goPublicOff,UI,Menu,,Private Game,,
goPublicOn,UI,Menu,,Public Game,,
goRebuildMap,UI,Menu,,Rebuild Map:,,
goRebuildMap1,UI,Menu,,Never,,
goRebuildMap2,UI,Menu,,End Of Match,,
goRebuildMap3,UI,Menu,,Hourly,,
goRebuildMap4,UI,Menu,,Daily,,
goRebuildMapDesc,UI,Menu,,Map Rebuild Timer.,,
goSecond,UI,Menu,,{0} Second,,
goSeconds,UI,Menu,,{0} Seconds,,
goShowPlayersOnMap,UI,Menu,,Show Friend Icons:,,
goShowPlayersOnMapDesc,UI,Menu,,On:\nShow friends icons on the map.\n\nOff:\nDo not show friends icons on the map.,,
goToolbelt,UI,Menu,,Toolbelt Only,,
goUnlimited,UI,Menu,,Unlimited,,
goVeryHigh,UI,Menu,,Very High,,
goVeryLow,UI,Menu,,Very Low,,
goZombiePlayers,UI,Menu,,Zombie Players:,,
goZombiePlayersDesc,UI,Menu,,The ability for players to choose to join as a zombie.,,
goZombiesRun,UI,Menu,,Zombies Run,,
goZombiesRunDesc,UI,Menu,,Sets zombie running and walking conditions. Default is walk day and run night.,,
goZRAlways,UI,Menu,,Always Run,,
goZRDefault,UI,Menu,,Default,,
goZRNever,UI,Menu,,Never Run,,
ingredient,UI,Menu,,Ingredient,,
lblAmbienceVolume,UI,Menu,,Ambient sound volume:,,
lblAntiAliasing,UI,Menu,,Anti Aliasing:,,
lblCheckingVersionWait,UI,Menu,,Checking version...\n(internet connection needed),,
lblChunkViewDistance,UI,Menu,,View Distance:,,
lblConnectToServerIP,UI,Menu,,Connect to Server IP:,,
lblConnectToServerPort,UI,Menu,,Port:,,
lblDuplicateGame,UI,Menu,,Duplicate Game Name!,,
lblEnterLoginInfo,UI,Menu,,Please enter your login information from the website:,,
lblEntities,UI,Menu,,Entities:,,
lblFOV,UI,Menu,,Field of View:,,
lblFuel,UI,Menu,,Fuel,,
lblFullscreen,UI,Menu,,Fullscreen,,
lblGameName,UI,Menu,,Game Name:,,
lblGamma,UI,Menu,,Gamma:,,
lblGOBackground,UI,Menu,,UI Background Opacity:,,
lblGOForeground,UI,Menu,,UI Foreground Opacity:,,
lblGraphicsQuality,UI,Menu,,Graphics Quality:,,
lblGrassDistance,UI,Menu,,Grass Distance:,,
lblHudOpacity,UI,Menu,,HUD Opacity,,
lblHudOptions,UI,Menu,,HUD Options,,
lblHudSize,UI,Menu,,HUD Size,,
lblIncomplete,UI,Menu,,Incomplete,,
lblLanguage,UI,Menu,,Language:,,
lblLOD,UI,Menu,,LOD Distance,,
lblMetal,UI,Menu,,Material,,
lblMicrophoneGain,UI,Menu,,Microphone gain:,,
lblMold,UI,Menu,,Mold,,
lblMotionBlur,UI,Menu,,Motion Blur:,,
lblMouseSensitiviy,UI,Menu,,Mouse sensitivity:,,
lblMusicVolume,UI,Menu,,Music volume:,,
lblName,UI,Menu,,Name:,,
lblNoCreateWorld,UI,Menu,,Create World will be available in a future release!,,
lblOpening,UI,Menu,,Searching,,
lblOverallVolume,UI,Menu,,Overall sound volume:,,
lblPassword,UI,Menu,,Password:,,
lblPressBtn,UI,Menu,,Press Button,,
lblReflectionDistance,UI,Menu,,Reflection Distance:,,
lblReflectionQuality,UI,Menu,,Reflection Quality:,,
lblResolution,UI,Menu,,Resolution:,,
lblSavedGames,UI,Menu,,Saved Games:,,
lblSeed,UI,Menu,,Seed:,,
lblSelectWorld,UI,Menu,,Select a World:,,
lblServerPort,UI,Menu,,Server Port:,,
lblSettingsAvailability,UI,Menu,,*Setting can not be changed while the game is running.,,
lblShadowDistance,UI,Menu,,Shadows Distance:,,
lblSize,UI,Menu,,Size:,,
lblSkyQuality,UI,Menu,,Sky Quality:,,
lblSpawnNearBedroll,UI,Menu,,Spawn near my bed,,
lblSpawnOnBedroll,UI,Menu,,Spawn on my bed,,
lblSteamAccountInfo,UI,Menu,,Steam Account Information:,,
lblTextureQuality,UI,Menu,,Texture Quality:,,
lblTonemapping,UI,Menu,,Tone Mapping:,,
lblTreeQuality,UI,Menu,,Tree Quality:,,
lblUsername,UI,Menu,,User name:,,
lblUtensil,UI,Menu,,Cookware,,
lblVersionCheck,UI,Menu,,- Version Check -,,
lblVoiceVolume,UI,Menu,,Voice volume:,,
lblVsync,UI,Menu,,V-Sync:,,
lblWaterQuality,UI,Menu,,Water Quality:,,
msgServer1,UI,Menu,,Server disconnected you:,,
msgServer12,UI,Menu,,Your account '{0}' is not activated or no server answer!,,
msgServer19,UI,Menu,,The player name '{0}' already exits on the server! Please choose a different one,,
msgServer23,UI,Menu,,You are not on the whitelist of the server!,,
msgServer25,UI,Menu,,Denying command '{0}' from client {1},,
msgServer4,UI,Menu,,Game Version Mismatch: you have '{0}' and server has '{1}',,
msgServer6,UI,Menu,,Too many players on the server! Allowed: {0},,
msgServer7,UI,Menu,,'{0}' has been banned until {1}.\nReason: {2},,
msgServer8,UI,Menu,,Denying player with duplicate name '{0}',,
passcodeAccepted,UI,Menu,,Passcode Accepted,,
passcodeRejected,UI,Menu,,Passcode Rejected,,
passcodeRemoved,UI,Menu,,Passcode Access Disabled,,
passcodeSet,UI,Menu,,Passcode Changed,,
repairWeapon,UI,Menu,,Repair Weapon,,
scrapRepair,UI,Menu,,Scrap and Repair,,
searchResults,UI,Menu,,Search Results,,
searchText,UI,Menu,,Search...,,
spnZombieHordeApproaching,UI,Menu,,NEW HORDE,,
tooltipLocked,UI,Menu,,<{0}> Use {1} (Locked),,
tooltipUnlocked,UI,Menu,,<{0}> Use {1} (Unlocked),,
useBlock,UI,Menu,,<{0}> Use {1},,
uses,UI,Menu,,Uses,,
vacText,UI,Menu,,This is an EasyAntiCheat protected server. Cheating will not be tolerated and will result in an EAC kick/ban.,,
vacTitle,UI,Menu,,EasyAntiCheat Warning,,
armLength,UI,Menu UMA,,Arm Length,,
armWidth,UI,Menu UMA,,Arm Width,,
belly,UI,Menu UMA,,Belly,,
breastSize,UI,Menu UMA,,Chest Size,,
btnOptionsProfiles,UI,Menu UMA,,Player Profiles,,
btnRandomize,UI,Menu UMA,,Randomize,,
btnSave,UI,Menu UMA,,Save,,
cheekPosition,UI,Menu UMA,,Cheek Position,,
cheekSize,UI,Menu UMA,,Cheek Size,,
chinPosition,UI,Menu UMA,,Chin Position,,
chinPronounced,UI,Menu UMA,,Chin Pronounced,,
chinSize,UI,Menu UMA,,Chin Size,,
earsPosition,UI,Menu UMA,,Ear Position,,
earsRotation,UI,Menu UMA,,Ear Rotation,,
earsSize,UI,Menu UMA,,Ear Size,,
eyeColor,UI,Menu UMA,,Eye Color,,
eyeRotation,UI,Menu UMA,,Eye Rotation,,
eyeSize,UI,Menu UMA,,Eye Size,,
feetSize,UI,Menu UMA,,Foot Size,,
forearmLength,UI,Menu UMA,,Forearm Length,,
forearmWidth,UI,Menu UMA,,Forearm Width,,
foreheadPosition,UI,Menu UMA,,Forehead Position,,
foreheadSize,UI,Menu UMA,,Forehead Size,,
gluteusSize,UI,Menu UMA,,Gluteus Size,,
hairColor,UI,Menu UMA,,Hair Color,,
handsSize,UI,Menu UMA,,Hand Size,,
headSize,UI,Menu UMA,,Head Size,,
headWidth,UI,Menu UMA,,Head Width,,
height,UI,Menu UMA,,Height,,
jawsPosition,UI,Menu UMA,,Jaw Position,,
jawsSize,UI,Menu UMA,,Jaw Size,,
lblConfirmProfileDelete,UI,Menu UMA,,Are you sure you want to delete this profile?,,
lblCreateProfile,UI,Menu UMA,,Create New,,
lblDelete,UI,Menu UMA,,Delete,,
lblEdit,UI,Menu UMA,,Edit,,
lblFemale,UI,Menu UMA,,Female,,
lblMale,UI,Menu UMA,,Male,,
lblNoProfile,UI,Menu UMA,,You do not have any profile selected. Please create and/or select one.,,
lblOk,UI,Menu UMA,,Ok,,
lblProfileName,UI,Menu UMA,,Profile Name,,
legSeparation,UI,Menu UMA,,Leg Separation,,
legsSize,UI,Menu UMA,,Leg Size,,
lipsSize,UI,Menu UMA,,Lip Size,,
lowCheekPosition,UI,Menu UMA,,Lower Cheek Position,,
lowCheekPronounced,UI,Menu UMA,,Lower Cheek Pronounced,,
lowerMuscle,UI,Menu UMA,,Lower Muscle,,
lowerWeight,UI,Menu UMA,,Lower Weight,,
mandibleSize,UI,Menu UMA,,Mandible Size,,
mouthSize,UI,Menu UMA,,Mouth Size,,
neckThickness,UI,Menu UMA,,Neck,,
noseCurve,UI,Menu UMA,,Nose Curve,,
noseFlatten,UI,Menu UMA,,Nose Flatten,,
noseInclination,UI,Menu UMA,,Nose Inclination,,
nosePosition,UI,Menu UMA,,Nose Position,,
nosePronounced,UI,Menu UMA,,Nose Pronounced,,
noseSize,UI,Menu UMA,,Nose Size,,
noseWidth,UI,Menu UMA,,Nose Width,,
skinColor,UI,Menu UMA,,Skin Color,,
upperMuscle,UI,Menu UMA,,Upper Muscle,,
upperWeight,UI,Menu UMA,,Upper Weight,,
waist,UI,Menu UMA,,Waist,,
alreadyKnown,UI,Tooltip,,All Recipes Already Known,,
lblAll,UI,Tooltip,,All,,
lblAllBlocks,UI,Tooltip,,All Blocks,,
lblAllItems,UI,Tooltip,,All Items,,
lblCategoryAmmoWeapons,UI,Tooltip,,Ammo/Weapons,,
lblCategoryBasics,UI,Tooltip,,Basics,,
lblCategoryBuilding,UI,Tooltip,,Building,,
lblCategoryChemicals,UI,Tooltip,,Chemicals,,
lblCategoryClothing,UI,Tooltip,,Clothing,,
lblCategoryDecorMisc,UI,Tooltip,,Decor/Miscellaneous,,
lblCategoryFoodCooking,UI,Tooltip,,Food/Cooking,,
lblCategoryMedicine,UI,Tooltip,,Medicine,,
lblCategoryResources,UI,Tooltip,,Resources,,
lblCategoryToolsTraps,UI,Tooltip,,Tools/Traps,,
lblChestArmor,UI,Tooltip,,Chest Armor,,
lblDevBlocks,UI,Tooltip,,Dev Blocks On,,
lblEyewear,UI,Tooltip,,Eyewear,,
lblFace,UI,Tooltip,,Face,,
lblFootwear,UI,Tooltip,,Footwear,,
lblGloves,UI,Tooltip,,Gloves,,
lblHeadgear,UI,Tooltip,,Headgear,,
lblLegArmor,UI,Tooltip,,Leg Armor,,
lblLevel,UI,Tooltip,,LEVEL: {0},,
lblOvercoat,UI,Tooltip,,Overcoat,,
lblPants,UI,Tooltip,,Pants,,
lblPartStackMissing,UI,Tooltip,,[Missing {0}],,
lblShirt,UI,Tooltip,,Shirt,,
lblSimpleClick,UI,Tooltip,,Simple Click,,
lblSkillReqPlayerLevel,UI,Tooltip,,Player Level {0},,
lblTotalItems,UI,Tooltip,,{0} TOTAL,,
notHungry,UI,Tooltip,,You are not hungry.,,
notHurt,UI,Tooltip,,You are not hurt.,,
notThirsty,UI,Tooltip,,You are not thirsty.,,
questunavailable,UI,Tooltip,,You cannot accept this quest at this time.,,
tooltipInviteEveryone,UI,Tooltip,,Shared marker {0} to everyone.,,
tooltipInviteFriends,UI,Tooltip,,Shared marker {0} with allies.,,
tooltipInviteMarker,UI,Tooltip,,Player {0} shared marker {1} with you.,,
ttCampfireCannotCook,UI,Tooltip,,You cannot cook this item.,,
ttCampfireFuelRequired,UI,Tooltip,,A fuel source is required to cook.,,
ttCampfireIngredientsRequired,UI,Tooltip,,Ingredients are required to cook an item.,,
ttCampfireUtensilRequired,UI,Tooltip,,"A sharp stick, cooking pot, cooking grill, or beaker is required to cook an item.",,
ttCharacterLevelBody,UI,Tooltip,,{0}/{1} XP\n,,
ttCharacterLevelHeader,UI,Tooltip,,Level Progress,,
ttForgeFuelRequired,UI,Tooltip,,A fuel source is required to heat the forge.,,
ttForgeMetalRequired,UI,Tooltip,,More of this material is required to forge items.,,
ttForgeMoldRequired,UI,Tooltip,,A clay mold is required to forge an item.,,
ttGFXSET_AA_b,UI,Tooltip,,Removes jagged edges from object.\nPerformance Impact: Medium\n,,
ttGFXSET_AA_h,UI,Tooltip,,Anti-Aliasing,,
ttGFXSET_Bloom_b,UI,Tooltip,,A glow around brighter highlights.\nPerformance Impact: Medium\n,,
ttGFXSET_Bloom_h,UI,Tooltip,,Bloom,,
ttGFXSET_DOF_b,UI,Tooltip,,Distant objects get blurred.\nPerformance Impact: Medium\n,,
ttGFXSET_DOF_h,UI,Tooltip,,Depth of Field,,
ttGFXSET_DynamicContrast_b,UI,Tooltip,,Performs a contrast filter over each pixel.\nPerformance Impact: Medium\n,,
ttGFXSET_DynamicContrast_h,UI,Tooltip,,Dynamic Contrast,,
ttGFXSET_FOV_b,UI,Tooltip,,How wide your view angle is.\nPerformance Impact: Low\n,,
ttGFXSET_FOV_h,UI,Tooltip,,Field of View,,
ttGFXSET_Fullscreen_b,UI,Tooltip,,Run the game in fullscreen or windowed mode.\nPerformance Impact: Medium\n,,
ttGFXSET_Fullscreen_h,UI,Tooltip,,Fullscreen,,
ttGFXSET_Gamma_b,UI,Tooltip,,How bright the game is.\nPerformance Impact: None\n,,
ttGFXSET_Gamma_h,UI,Tooltip,,Gamma,,
ttGFXSET_GOBackground_b,UI,Tooltip,,UI wallpaper/background opacity/transparency.\nPerformance Impact: Very Low\n,,
ttGFXSET_GOBackground_h,UI,Tooltip,,UI Background Opacity,,
ttGFXSET_GOForeground_b,UI,Tooltip,,UI outlines and text opacity/transparency.\nPerformance Impact: Very Low\n,,
